comment_text,label
"fuck malaysians
Malaysians are a fucked race and should be wiped of the earth.",highly-toxic
"You Rock
You create awesome userboxes!",non-toxic
OH SHUT UP YOU FUCCIN ASSHOLE! (  ),highly-toxic
"First of all, what the fuck are you talking about? Second, why are you being a douchebag? Third, I don't care. Don't talk to me again, asswipe. =CJK=",toxic
"""I removed the following:
Although the surrounding area is in North Somerset, the suburb of Leigh Woods is actually within the Bristol city boundary.
Because when you cross the bridge, within about fifty yards you come to a sign saying """"Welcome to North Somerset"""", and because IIRC, the boundary marked on Ordnance Survey maps follows the Avon continuously.  Does anybody have any evidence to the contrary?  (t) """,non-toxic
"I'm pretty sure the incident has already been included. And I know how to handle my own at riots, too. 8)",non-toxic
"hello 
eat shit and die you cunt",highly-toxic
"""

You said you live """"way on the other side of town"""". Are you hesitant because it's a long drive, or because you'd need a ride? If it's the latter, would you mind adding your city/neighborhood to the meetup page? Thanks. ''''''  {chat} """,non-toxic
FUCK YOU I NEVER STOP FUCKING YOU HARRY POTTER FANS!!!!!!! HARRY POTTER SUCKZ! this fucking porn face!!!,toxic
"Rlevse, you really are a racist you know. Also, I'm Not even an Arab! lol Furthermore, Do not put words in my mouth. GOT IT?? Your just so blinded by your hatred its incredible and laughable. )",toxic
"""

Bill,

I don't find your un-edits a gender-based attack.  I am largely concerned with the content of the article itself, but I wonder why you put up so much opposition to my very small edit.  Surely it can't mean that much to you.

I don't want to make derogatory comments about men.  I have nothing against men, and I don't enjoy tearing people down.  You mention the term """"well-referenced"""".  I prefer for statements to be well-referenced too.  I don't think that this particular statment is well-referenced, and furthermore, I don't think that it can be well-referenced, because I don't think that it is true.  And so I wonder about the author's neutrality.  Wikipedia articles are supposed to be both neutral and well-edited, and that statement is neither.

I don't want the article to be deleted either.  I think that it serves a useful purpose, and I enjoyed reading it.  I just want to do away with that particular sentence.

Of course, if you can find evidence that American women are materialistic sluts, then we have no problem at all.  But I'm pretty sure that whoever wrote that was confusing personal opinion for universal truth.

Cheers,   """,toxic
If you don't think who started it is important I call YOU an IDIOT! IDIOT!,toxic
AVRUCH you truly do show your colours.....this is a finding of FACT and the Crown had to pay my dad's costs for their stupidity. In case you don't understand look up stare decisis.....judicial precedent...the High Court made a finding of FACT in 2002.....appeal refused with costs in favour of dad. How stupid can you be or are you trying to interpret a finding to suit your way???? Get a life pls. MSDS,toxic
"""

 I don't get it.... 

What do you do? Are you paid by wikipedia? Are you freelance? My post was listed as """"vandalism"""", but I still don't get it. I thought that wikipedia was about freedom of speech, my page said nothing bad or even """"PG"""" rated. What gives you a license to take it apon yourself and become a self appointed wiki-detective. Last time I checked, people don't use proper footnotes and don't cite things correctly anyways including YOU. LEAVE ME ALONE!!!!""",toxic
"""

I was fully aware that I am not HeathenLoveGod, but apparently Chris, despite all of his detective work on the matter, believes that it is """"clearly not true"""" that I'm not HeathenLoveGod, so that information is far more needed on Hoary's talk page. 

I can't imagine why people such as those that I've had the misfortune of dealing with the past few days  with their assumptive nature and inability to tolerate even a scintilla of controversy, confrontation, or difference of opinion  are on a web site that claims to be some sort of bastion of criticism-tempered knowledge.

If some of you people are looking for nothing but kind words, call your mothers.  Get off my back just because I """"behaved in an uncivilized manner"""" with someone who deserved it.  Seriously; this is simply ridiculous.  If you all could do me a favor, please let me know when I post inaccurate information instead of when I ought to say """"please"""" and """"thank you.""""  Thank you.   """,non-toxic
"You will have to try harder little boy, real harder, using memory, rereading of previous post here, and aligning data.
Don't miss your next appointment, you know what I do after the second time ((-:

Hannibal Lecter",non-toxic
"Expanded his rival Emmanuel Besnier, a bit, if you want to read it. Aren't his brother and sister billionaires as well? I suppose their late father, Michel Besnier, needs a page too.",non-toxic
"What is you Problem Are You a Disabled Human or ???
Please What is your Problem? You do not no anything About the British Rapper NOT Yankee Rapper Tinchy Stryder! if you have a problem with my Article why don't you take it to the the Article Tinchy Stryder Discussion page instead of just coming to try and piss me off. What has made you come to the Article of Tinchy Stryder? as I Know you have no interest nor Knowledge of this rapper so why? Please for the love of Mankind and Planet Earth leave my Articles Alone! You ABOMINATION OF A WIKIPEDIA EDITER & ADMINISTRATOR!!!, Amen. Markmysoe (Talk).",toxic
"Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit, Anthony Bradbury sucks penis, Anthony Bradbury eats shit",highly-toxic
"Dont delete talk page entries fucking asshole. You dont have to make yourself obvious as a criminial on the loose. Are not you supposed to be pimping your mother in L.A. downtown at this time of the night normally?
You just preach to your pimping ass.",toxic
Inflation is always and everywhere a monetary phenomenon: Milton Friedman. Inflation is one economic concept.,non-toxic
Good. Go fuck yourself.,highly-toxic
"It might not have been your intention, but your recent edit removed content from . Please be careful not to remove content from Wikipedia without a valid reason, which you should specify in the edit summary or on the article's talk page. Take a look at our welcome page to learn more about contributing to this encyclopedia. Thank you.  -  (山本一郎)(会話)",non-toxic
"""Hello everyone, this is my page and it's a shared IP address so be careful who you leave messages for!  

 

   

 

  An image that you uploaded or altered, Image:River.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is disputed. If the image's copyright status cannot be verified, it may be deleted. Please go to its page for more information if you are interested in it not being deleted. Thank you. —  

 

Kenny Rogers & Dottie West photo

Yeah that's fine, it sounds okay to me.  

 

Thanks

thanks.. its fine with me if you delete , that's a duplicate one! thnk u very much

 

User:Josenian

 

 

 Bot question 

 

Would you be interested in developing a bot like this? On Staeckerbot you have the duplicate function that may be needed for this bot to. tast 

Sorry, I'm a bit busy these days and it seems a bit complicated for my schedule. Thanks for thinking of me, though.  

No need to be sorry. tast 

 

 Thanks... 

 

...for reverting Image:Wpixcw11-1.jpg back from the previous incorrect logo uploaded by .  I had tried, but how did you do it?   

On the image description page, in the File History section,  each version should have a little (rev) link, which you click to revert to that version.  

Orphaned non-free image (Image:HipHopYoda.jpg)

Thanks for uploading Image:HipHopYoda.jpg. The image description page currently specifies that the image is non-free and may only be used on Wikipedia under a claim of fair use. However, the image is currently orphaned, meaning that it is not used in any articles on Wikipedia. If the image was previously in an article, please go to the article and see why it was removed. You may add it back if you think that that will be useful. However, please note that images for which a replacement could be created are not acceptable for use on Wikipedia (see our policy for non-free media).

 

If you have uploaded other unlicensed media, please check whether they're used in any articles or not. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. Thank you.  

 

 Deletion of Will Ferrell image? 

 

Why did you delete Image:Will-talladega-uk-premiere.jpg?  I have been in discussions with Pd THOR and I thought we had come to a conclusion about the copyright attribution issues. Can you shed some light, please? 

Sorry- I didn't know you were discussing it- should've checked the incoming links more carefully. I commented at  

 

Non-free use disputed for Image:AnEncyclopediaofClaims.jpg

 

This file may be deleted.

Thanks for uploading Image:AnEncyclopediaofClaims.jpg. However, there is a concern that the rationale you have provided for using this image under """"fair use"""" may be invalid. Please read carefully the instructions at Wikipedia:Non-free content and then go to the image description page and clarify",non-toxic
"""

Posted to me:
Bladeofgrass,

Please stop picking apart my article.  The changes you are making are completely unnecessary and unhelpful.  I do not understand why you are editing an article about a subject of which you clearly have no familiarity.  You are not helping to clarify or verify any of the information provided in the article, you are simply destroying it and have now moved into debating semantics, for what purpose I can only assume is to aggravate.  Do you honestly see a major difference between """"object to"""" and """"are offended by?""""  Why are you harassing me?  Do you have nothing better to do with your time?


This e-mail was sent by user """"Tornado Girl"""" on the English Wikipedia to user """"Bladeofgrass"""". It has been automatically delivered and the Wikimedia Foundation cannot be held responsible for its contents.""",non-toxic
"List of the least informed, abusive, imbeciles editing this site

Dionyseus
Ryan Delaney
Aitias
Fred Bauder",toxic
"So why does this have an entire webpage, yet the church of reality doesn't deserve one? SMACK THAT BITCH UP YOUR ASS, you hypocritical idiot-rulers of wikipedia!",highly-toxic
"Why is your wiener so small? 

It is because you are Asian?",toxic
"You're getting deleted 

Serves you right for blocking me so much. And now you're getting deleted.",non-toxic
"""noobs...
I have contested the speedy deletion, but as a man who respects the rules set in place, I have not removed your request for speedy deletion...
 

Re: AND Atleast7isbiggerthanRowan%27s! ! ! ! ! ! ! ! ! ! ! !
I just thought I would bring this to your attention, too...

 

Thank you for respecting the rules. Please understand no one is picking on you for being new. Simply put, neither the label nor the band meet Wikipedia's notability requirements for music at this time. If that changes in the future, you are more than welcome to resubmit them both.  

Thanks for having the decency to explain - being new plays little role in my concern (this is in fact not a new concept to me, it is simply a lack of practical understanding of the scripting used in Wiki stuff) - and in the meantime I appreciate your forwardness. I'm sure it will not be too long until we can do all this again...
 

 User Name 

Not sure exactly why, but your User Name is genius and is cracking me up.   

Thanks very much, I try.  

Marcus Ramone Cooper 

WELL , We did put do not delete the page . we are working on it ! could yooh at least give the page an hour after being created or so ... we just made it , my sistaer and  i.

I got it covered

lol...i got it covered.. i found the template and I am goin to add it now..but thans anyway..oh and i can see u were about to delete the page me and ma sister (the girl in tha comment above dis one aka Nicki Bookie..=])made.. u reallly should be a little more considerate when wikipedians put things like """"we are working on it dont delete"""" no offensee..=]  

None taken. Likewise, there is an under construction template you can use for new articles, rather than """"DO NOT DELETE DIS PAGE CAUSE WE STILL EDITIN IT"""" which really doesn't belong on an article page under any circumstances. Thanks.  

lol thanks..=]  

J. J. M. Roberts
I saw you had notability concerns about J. J. M. Roberts. I expressed the same, but another user  suggested that holders endowed chairs at major universities are almost always notable. If that's correct, I guess the question is, Is Roberts an exception to the rule?  (talk|contribs) 
Thanks for bringing this to my attention. It looks like he wrote some books too. I'm removing the tag, and hopefully someone can expand the article.  

Arson Committee
What more information needs to be added?

References, for one. Two college newspaper citations and two MySpaces doesn't cut it. I tried to look for some myself, but google yielded very few related hits. More than ten minutes of recorded output, for another. A label. Right now, the whole thing smacks of blatant self-promotion, and that isn't what Wikipedia is for.  

is there a way i can get that page(s) back so i can save it and re-enter it when they have more references?

Any admin should be able do that for you, I think. 

.
What right does a burned out stoner have to tell ANYONE they are not credible?

You know, I get that all the time. 

What the fuck, bongwarrior?  Really dude, please don't infringe upon our liberty to cover our hometown.  The meaningless stats do little to reflect the true character of elkhorn, however the """"dating scene"""" section certainly does.  

Happy Bong Hitting...

I wasn't infringing anything, I was reverting obvious vandalism.  """,toxic
"""

SS100X

was the secret service code name given the Lincoln that Kennedy died in, not """"X-100"""", you dumb bastard....Next time do your homework.""",toxic
"Is this the same Michael Dorosh with 20,000+ posts at the Battlefront Forum ?  The last time I read there six months ago, CMSF was suppose to be released in June 2006 !",non-toxic
sex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fucksex fuck,highly-toxic
oops forgot to sign,non-toxic
Aww.  Fuck it.  There's already so much hurt in this world.  Let's be friends.  99.164.68.102,toxic
"PERSIAN? GODDAMN MUSLIM TERRORIST? I HOPE YOU GET NUKED, SLUT",highly-toxic
"Thanks for reverting a good change on the Zola Jesus page. I know Nikki, I dated her and we lived in the same town. SHE WAS BORN NIKKI ROSE HUMMEL not this other bullshit she made up and you guys support. Fuck you for your revert",toxic
Do I need to ask more than once to be left alone?,non-toxic
"You're not an admin 

You act like an admin, but you're not an admin. Don't even fucking act like that. You're trying to fuck me up but you can't do any shit like that. As a sofa lands on the ground, your mother gets her tits squashed and dies and a dead rabbit falls from the clouds and lands on your ass, licking your ass. User:Factual80man",highly-toxic
YOU GUYS ARE FUCKIN CRAZY YOU STUPID SHIT LICK YOUR OWN PIMPLY FAT UGLY BUM!!!! YOU ARE CRAZY YOU ALL GAYS AND FAGGOTS IF NOT MALE THAN LESBIAN I KNOW YOU GONNA DELETE ME OR DO YOUR STUPID BLOCK THING TO ME NOW BUT I DON'T CARE YOU ARE SINGLE AND HAVE THE WEIRDEST BOOBS OKAY I HATE YOU BITCHES!,highly-toxic
"ban the handle you fucknuckle dipshit!!! 

ban the handle you fucknuckle dipshit!!!",toxic
"""
oppose Prefer sseparate as per EvergreenFir.  If sourcing is the issue many sources are already in existence in previous versions of the article. 
 """"Wikipedia editing disputes: The crowdsourced encyclopedia has become a rancorous, sexist mess."""". Slate Magazine.
^ Jump up to: a b c d e f """"Meet the Editors Fighting Racism and Sexism on Wikipedia"""". WIRED.
Jump up ^ """"Why is Wikipedia so sexist?"""". New York Post.
^ Jump up to: a b c d e """"Bustle"""". bustle.com.
Jump up ^ Deanna Zandt (26 April 2013). """"Yes, Wikipedia Is Sexist  That's Why It Needs You"""". Forbes.
^ Jump up to: a b http://www.nytimes.com/2013/04/28/opinion/sunday/wikipedias-sexism.html?_r=0
^ Jump up to: a b """"Sexism"""". The Other Sociologist - Analysis of Difference... By Dr Zuleyka Zevallos.
Jump up ^ Amanda Filipacchi (30 April 2013). """"Sexism on Wikipedia Is Not the Work of 'a Single Misguided Editor'"""". The Atlantic.
^ Jump up to: a b c d e f """"Black History Matters, So Why Is Wikipedia Missing So Much Of It?"""". Co.Exist.
^ Jump up to: a b c examiner.com/article/leading-wikipedian-explains-why-blacks-don-t-volunteer
Jump up ^ """"PEOPLE v. BAUDER"""". Findlaw.
Jump up ^ """"Wikipedia's edit wars and the eight religious pages people can't stop editing"""". ncronline.org.
^ Jump up to: a b """"Wikipedia editing disputes: The crowdsourced encyclopedia has become a rancorous, sexist mess."""". Slate Magazine.
^ Jump up to: a b """"The 'Five Horsemen' Of Wikipedia Paid The Price For Getting Between Trolls And Their Victims - ThinkProgress"""". ThinkProgress.
Jump up ^ """"Editors to Make Black History Wikipedia Entries More Inclusive - Essence.com"""". Essence.com.
Jump up ^ http://www.nytimes.com/2015/02/20/us/at-howard-a-historically-black-university-filling-in-wikipedias-gaps-in-color.html?_r=0
Jump up ^ """"Growing Army Of Women Take On Wikipedia - Business Insider"""". Business Insider. 15 February 2014.
Jump up ^ https://www.whitehouse.gov/blog/2015/02/23/telling-untold-stories-african-americans-stem
^ Jump up to: a b """"Edit-athon aims to put left-out black artists into Wikipedia"""". philly-archives.
Jump up ^ """"Can ‘Black Wikipedia’ Take Off Like ‘Black Twitter’?"""". COLORLINES.   """,non-toxic
"J DELANOY IS A MOTHERFUCKER 

YOU SURE GOT A LOT OF TIME TO REVERT VANDALISM! I WILL ALWAYS BE AROUND TO ADD NEW FAKE CONTENTS YOU FUCKING MORON! HAHAHAHAHAHA",highly-toxic
"Wonka products?
Where is the list of products mentioned as manufactured by Willy Wonka cross-referenced by book and movies? My gods, this is Wikipedia, people, there needs to be a list article devoted to every little thing. — 08:24, August 22, 2005 (UTC)",non-toxic
"Stalker 

Please don't write on my page anymore. Your behaviour displayed two unacceptable behaviours in Wikipedia: Stalking and Harassment, and I am going to see that you get punished for that.",non-toxic
a small greek fashist such as,toxic
I understand that. What about a former characters page?,non-toxic
"Come on, we've had enough of your fanatical extremism here without adding your sexual fantasies of whipping me here too! ;) -Raja",toxic
"""

Ok, fair enough. I guess if he wants to get them unblocked hard enough, I guess he'll attract an admins attention and eventually wear himself out from failing so often. ;-) But seriously, I don't think he should be unblocked. X """,non-toxic
""":::Looie496: I understand your credentials allow you have a good understanding of what is being discussed, and are most likely a very good commentator on the state of public neuroscience research, however your opinion as to the progress made in the military industrial complex is obviously not as on point, and I certainly don't think your opinion, even if you were a published neuroscience researcher, qualifies you to """"dismiss"""" the statements of a Lockheed Martin engineer regarding military science.   

""",non-toxic
"I agree, even if it's not perfectly organized it's a good article, and you just created it today. He's just jealous. -",non-toxic
